[11/08/23, 12:07:11 PM] VIT AP. (cse) Freshers place:  Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them. 
[11/08/23, 12:07:11 PM] ~ TanK-human:  ~ TanK-human created this group 
[18/10/23, 9:47:36 PM] ~ Sanapala Saimani: If any have thermodynamics formulas please send
[18/10/23, 9:53:39 PM] ~ TanK-human: Chemistry?
[18/10/23, 11:22:14 PM] ~ Sanapala Saimani: Yes
[19/10/23, 6:08:12 PM] ~ Cb: If anyone has modern physics ques papers,pls send them
[20/10/23, 12:07:46 PM] ~ Mohana: Anyone having today's CSE qp??
 [20/10/23, 5:59:10 PM] ~ TanK-human:  image omitted
 [20/10/23, 5:59:11 PM] ~ TanK-human:  image omitted
 [20/10/23, 5:59:12 PM] ~ TanK-human:  image omitted
 [20/10/23, 5:59:14 PM] ~ TanK-human:  image omitted
 [20/10/23, 5:59:15 PM] ~ TanK-human:  image omitted
 [20/10/23, 5:59:16 PM] ~ TanK-human:  image omitted
 [20/10/23, 5:59:16 PM] ~ TanK-human:  image omitted
 [20/10/23, 5:59:17 PM] ~ TanK-human:  image omitted
[20/10/23, 7:10:26 PM] ~ ......: Do any one have STS qp
[20/10/23, 7:16:18 PM] ~ R A K E S H : Send maths 1001 papers pls
[20/10/23, 10:17:50 PM] ~ Batman: send maths papers
[21/10/23, 3:39:51 PM] ~ Batman: Anybody goin outing on 22
[21/10/23, 6:30:37 PM] ~ Batman: How many of u are goin to pvr mall tommorow
[22/10/23, 4:49:25 AM] ~ Pranav MS:  This message was deleted.
[22/10/23, 3:13:56 PM] ~ P Sampath Kumar:  ~ P Sampath Kumar changed their phone number to a new number.  Tap to message or add the new number.
[29/10/23, 11:42:34 AM] ~ RIZWXN: Yenga pa oruku
[30/10/23, 10:02:32 PM] ~ JAGRUTH ~ M.R_MICKY_: https://chat.whatsapp.com/Im0UMD6S4fdB9pzPPsvzr1

Hello everyone!!! We are doing a bathukamma  event on (Nov 10)
Bathukamma is a colorful flower festival celebrated in Telangana, India. During this festival, people create beautiful flower arrangements and dance to traditional music. If you enjoy dancing and want to join in the fun, come and be a part of our group! Let's celebrate Bathukamma together with dance, music, and lots of joy.
  Interested people can join this group!!!!
 [30/10/23, 10:16:21 PM] ~ JAGRUTH ~ M.R_MICKY_:  image omitted
[31/10/23, 12:20:35 AM] ~ ganeshchinthimi2005: ATTENTION EVERYONE:

I have a question, kind of a survey. Conducting this for a friend of mine.

*What GENRE of anime would you prefer to have as a graphic design on ur tshirt?*

Give as many responses as u want. U can also share references of what u prefer. Also , u can be creative wid ur responses.
[31/10/23, 12:21:09 AM] ~ Chiranjan: Poll!?
 [31/10/23, 10:21:55 PM] ~ TanK-human:  image omitted
[31/10/23, 10:21:56 PM] ~ TanK-human: (python)
[31/10/23, 10:22:48 PM] ~ TanK-human: some one run this code and tell me what is the thing in the output!
 [31/10/23, 10:59:10 PM] ~ TanK-human:  video omitted
 [31/10/23, 11:48:51 PM] ~ ......:  image omitted
[31/10/23, 11:49:36 PM] ~ TanK-human:  This message was deleted.
[31/10/23, 11:49:52 PM] ~ TanK-human:  This message was deleted.
[31/10/23, 11:50:18 PM] ~ ......: In place of "In"
[31/10/23, 11:50:32 PM] ~ TanK-human: Kk
[31/10/23, 11:50:32 PM] ~ TanK-human: Cool
[31/10/23, 11:50:50 PM] ~ ......: Anything wrong?
[31/10/23, 11:51:13 PM] ~ TanK-human: Forgot about the input
[31/10/23, 11:51:29 PM] ~ ......:  This message was deleted.
[31/10/23, 11:51:39 PM] ~ ......: Ok
 [02/11/23, 1:18:46 PM] ~ Dev Kaushik:  image omitted
[02/11/23, 6:35:34 PM] ~ Appu : Hey is anyone available tmrw from 9 to 12:30 for a mock trial mock witness for a law senior I know??
[02/11/23, 6:35:35 PM] ~ Appu : Or if u can't ask friends please 
They need 2 people for this
[02/11/23, 6:35:35 PM] ~ Appu : Please and thank you
[02/11/23, 6:35:36 PM] ~ Appu : There's a script which is simple and minimal 
U can't see the script during the mock trial tho
[02/11/23, 6:35:36 PM] ~ Appu : U get OD for the time u help 
Just tell the faculty mail ID to the senior and u also have to send a mail for formality
[02/11/23, 10:55:16 PM] ~ Saisridhar: https://forms.gle/wHAn5kMr35mDbj3A9


Hey guys 

Please take a few minutes to fill out this Survey Form  

This is Important for me , and 
Your feedback will be greatly appreciated
[02/11/23, 11:27:09 PM] ~ TanK-human: please tell us what this is and why this is important
 [05/11/23, 6:58:29 PM] ~ TanK-human:  image omitted
[05/11/23, 6:59:05 PM] ~ TanK-human: if anyone is interested DM me
 [06/11/23, 12:24:02 PM] ~ JAGRUTH ~ M.R_MICKY_:  video omitted
 [09/11/23, 6:03:14 PM] ~ Dev Kaushik:  image omitted
[10/11/23, 10:28:16 PM] ~ TanK-human: Is anyone registering for the code battle?
[10/11/23, 10:28:29 PM] ~ TanK-human: DM me once
[10/11/23, 10:55:21 PM] ~ Batman: Kal outing anybody ?
 [11/11/23, 12:09:22 PM] ~ TanK-human:  image omitted
[12/11/23, 11:35:47 AM] ~ Batman: Happy Diwali Everyone 
 [12/11/23, 2:17:31 PM] ~ TanK-human:  sticker omitted
[13/11/23, 3:37:05 PM] ~ Soumo Bhattacharyya: Hey there !!
Team Lernx is exhilarated to announce that, due to our remarkable growth over the last few months ,we are initiating a new membership that will be a turning point for you and your career development. 
Get a *Lifetime membership* of Lernx at only 699/-, which gives you lifetime access to all the 21 certified courses, *handwritten notes* of all different programs and colleges. *Project reports* , a *dedicated job portal* for freshers and the upcoming *personalized Assessment tests* for students!
Let us not miss out on this exceptional opportunity to have a better perspective towards learning by developing the core skills and gaining the knowledge to ignite more opportunities and skills. May your days be happy, and your heart be light. 

 *21 COURSES AT JUST  699* .

1.Editing & Designing
2. UI Designing
3. Adobe Designing
4.Adobe Photoshop Cs6
5.Web Development
6. React.js for Beginners
7. Javascript for Beginner
8. MEAN Stack
9. Python courses.
10. Python for Beginners.
11. Creating apps in Python.
12. Python for Data Science.
13. Digital Marketing.
14. MS Excel
15. Project Management.
16. Preparing for Interviews
17. Mastery in English
18. Mastery in German 
19. Mastery in spanish.
20. Ethical Hacking.
21. Creating apps for window's

*OFFER ENDS SOON*

*BENEFITS OF LIFETIME MEMBERSHIP-*
  Lifetime & Unlimited Access To All Courses 
  Verifiable Certificates 
  100+ Upcoming Courses In 2023
  Over 1,000 Hrs of Learning 
  E-Books
  Handwritten notes, PDFs, project reports and previous year question papers.
  A dedicated job portal for students. 
  Upgrade your skills with personalized Assessments. 

If interested please *DM me for more details.*
Thank you!
[13/11/23, 3:37:06 PM] ~ Soumo Bhattacharyya: Hey there !!
Team Lernx is exhilarated to announce that, due to our remarkable growth over the last few months ,we are initiating a new membership that will be a turning point for you and your career development. 
Get a *Lifetime membership* of Lernx at only 699/-, which gives you lifetime access to all the 21 certified courses, Notes , Personalized assessment and job portal for freshers.
Let us not miss out on this exceptional opportunity to have a better perspective towards learning by developing the core skills and gaining the knowledge to ignite more opportunities and skills. May your days be happy, and your heart be light. 

Click on the link to enroll
https://lernx.io/Membership
[13/11/23, 3:37:06 PM] ~ Soumo Bhattacharyya: lernx.io

 *Website of company*
[13/11/23, 3:37:08 PM] ~ Soumo Bhattacharyya: https://www.linkedin.com/company/lernx/

LinkedIn profile of the company
 [13/11/23, 3:37:09 PM] ~ Soumo Bhattacharyya:  image omitted
[15/11/23, 9:19:01 PM] ~ Arav: *Dear Students*
*Join the below group for various tech related information on various skills like ML/AI/DS and many more .*

Join here 

https://chat.whatsapp.com/CjFewDh2FFI2vbqKQYy9SC


*All years from each and every branch can be a part of this group*

*Thank you*
[16/11/23, 5:23:51 PM] ~ Sanjith Potnuru: Guys I have lost my I'd card if any body found pls call me my reg no:23BCE8904
NAME:SOMISETTY RANGA SAI PRANEETH
HOSTELLER
[16/11/23, 5:24:00 PM] ~ Sanjith Potnuru: I have it at 138
[16/11/23, 5:24:06 PM] ~ Sanjith Potnuru: I f anybody in this group are present in 138
[16/11/23, 5:24:09 PM] ~ Sanjith Potnuru: Pls check
[16/11/23, 6:01:17 PM] ~ Soumyadeep Saha: Guys I have lost my I'd card if any body found pls call me my reg no:23BCE8463 
NAME:Soumyadeep Saha 
HOSTELLER
[16/11/23, 7:18:55 PM] ~ TanK-human: We got ID card chor
[18/11/23, 6:32:57 PM] ~ : Everyone join the below group...

https://chat.whatsapp.com/LbYIBLT0myhL0NKlIbnFY3
[18/11/23, 7:41:56 PM] ~ Mm: https://youtu.be/orCIMcw09nA?feature=shared
[19/11/23, 3:14:35 PM] ~ js: This is Mudit and my cousin brother needs your help, Please support my cause. He is diagnosed with brain tumour. Please read the cause and please help, every penny will have a huge difference,

https://www.impactguru.com/fundraiser/save-vikash-gupta?utm_source=new_campaigner_app_119&utm_medium=share&utm_campaign=whatsapp
[19/11/23, 3:21:28 PM] ~ Arav Tripathi: Is He your cousin ?  <This message was edited>
[19/11/23, 3:22:22 PM] ~ js: My friends cousin
[19/11/23, 3:22:33 PM] ~ Arav Tripathi: OK
 [20/11/23, 12:47:50 PM] ~ TanK-human:  image omitted
[20/11/23, 12:47:52 PM] ~ TanK-human: Fun challenge
[20/11/23, 1:32:34 PM] ~ Appu : Fun!?
Idiotic sts questions 
 [20/11/23, 1:58:24 PM] ~ TanK-human:  image omitted
[21/11/23, 11:18:24 PM] ~ Abhinav: We are hiring developer for our Incubated projects.

Who are we:
We are a team (incubated at iiec)
We are finalist of international level hackathon by Woxsen university

our vision:
To participate in all upcoming hackathons
To develop products for startup pitching competition an personal skill growth.
We are incubated at IIEC , we have space we can work over there any time
We are a team of 5 . Consisting of app developer, web developer, people good with hardware and python developer
We welcome you all with any unique idea
We hade patent for most of our products.
We had ready made hardware and software prducts.

What we offer you?
OD's for all the events
Participating in national and international level hackathons
Personal growth
Projects you can add into your resume (hardware + software)
Complete travel management for out of university participation

Note: If you are a part of our team, you are not allowed to participate individually in any events without our consent
WE WELCOME YOU TO OUR TEAM!!

https://docs.google.com/forms/d/e/1FAIpQLSdLYMCce-Bn6LuTdaAmY3VUwXSvqAUrvrZSn3wEGphlUiNXeA/viewform?usp=sf_link
[21/11/23, 11:18:29 PM] ~ Abhinav: For aspiring developers at vit ap
[22/11/23, 2:14:29 AM] ~ Chandra: https://youtube.com/shorts/X_td1nCBmAU?si=og8hVFLmMLamOXel
[22/11/23, 7:34:03 AM] ~ Darshan. D: Ah yes sts
[22/11/23, 7:34:24 AM] ~ TanK-human: Did you run?
[22/11/23, 7:36:14 AM] ~ Darshan. D: Just seen this
[22/11/23, 7:51:34 AM] ~ Darshan. D: s=0
for I in range (10000,99999+1,1):
    if(I%5==4 and I%6==4 and I%7==4 and I%21==4):
        s=I
        break
print(s) #printing the digit
temp=s
sum=0
while(temp!=0):
    rem=temp%10
    temp=temp//10
    sum=sum+rem
print(sum) #printing sum
[22/11/23, 7:52:05 AM] ~ Darshan. D: Output:

10084
13
 [22/11/23, 7:53:20 AM] ~ TanK-human:  image omitted
[22/11/23, 7:53:27 AM] ~ TanK-human: What do you think ?
[22/11/23, 7:53:52 AM] ~ Darshan. D: Not a prob
[22/11/23, 7:54:33 AM] ~ Darshan. D: Include X%6==4
[22/11/23, 7:55:52 AM] ~ Darshan. D: _Proceeding with for is mostly preferable during such problems tho_
[23/11/23, 10:35:31 AM] ~ TanK-human: why so?
[23/11/23, 10:36:04 AM] ~ Darshan. D: That's in the question
[23/11/23, 10:36:41 AM] ~ TanK-human: Oh ryt
[25/11/23, 11:47:45 AM] ~ Viswanadh:  ~ TanK-human added ~ Viswanadh
[25/11/23, 8:44:27 PM] ~ TanK-human: Guyz
[25/11/23, 8:44:36 PM] ~ TanK-human: Does anyone have a pen drive?
[25/11/23, 8:44:50 PM] ~ TanK-human: 16 GB atleast
[25/11/23, 8:44:59 PM] ~ TanK-human: Empty one?
[25/11/23, 9:33:14 PM] ~ Pranav: Yeah
[25/11/23, 9:33:15 PM] ~ Pranav: 16gb
[26/11/23, 9:43:27 AM] ~ ......: Wanna run Linux?
[26/11/23, 9:51:26 AM] ~ ~Kiran Katakam: Do you have an image of it
[26/11/23, 9:51:32 AM] ~ ~Kiran Katakam: .
[26/11/23, 11:43:30 AM] ~ ......:  
[26/11/23, 11:43:47 AM] ~ ~Kiran Katakam: Latest one?
[26/11/23, 12:24:08 PM] ~ TanK-human: Lemme guess kali Linux?
[26/11/23, 12:31:59 PM] ~ ~Kiran Katakam: 
[26/11/23, 12:32:03 PM] ~ ~Kiran Katakam: Yupppp
[27/11/23, 1:29:32 AM] ~ Adi: anyone have previous years cat 2 maths ques papers?
[27/11/23, 9:05:32 AM] ~ Sai Karthik: yes I too need it.....
[27/11/23, 12:15:39 PM] ~ TanK-human: https://vitap23-24pyqs.netlify.app/?fbclid=PAAaYFbs082_wUEpk1i80jZ47WGkvWsmyNctpM_GeSgIYvOsqg3Q-Mg520TWY
 [27/11/23, 7:41:37 PM] ~ TanK-human: Problem_sheet3_231122_141414.pdf    2 pages  document omitted
[27/11/23, 8:24:59 PM] ~ Chandra: this is my frnd's assignment
[27/11/23, 8:27:02 PM] ~ TanK-human: At least it works as a practice sheet
[27/11/23, 8:30:15 PM] ~ Chandra: Can u solve the 1st problem
[27/11/23, 9:14:03 PM] ~ Udveet P. Patil: A cylindrical wedge will be formed
[27/11/23, 9:22:53 PM] ~ Chandra: Solution..
[27/11/23, 9:27:26 PM] ~ Soham P:  This message was deleted.
[27/11/23, 9:27:45 PM] ~ Soham P: sure
[27/11/23, 9:37:38 PM] ~ Soham P:  This message was deleted.
 [27/11/23, 9:45:59 PM] ~ Soham P:  image omitted
[27/11/23, 9:46:29 PM] ~ ~Kiran Katakam: What is this I mean what executable file is this
[27/11/23, 9:46:43 PM] ~ Soham P: huh? its an image?
[27/11/23, 9:46:57 PM] ~ ~Kiran Katakam: I mean in which application
[27/11/23, 9:47:00 PM] ~ Soham P: ohh
[27/11/23, 9:47:02 PM] ~ Soham P: one note
[27/11/23, 9:47:04 PM] ~ ~Kiran Katakam: You drew this
[27/11/23, 9:47:07 PM] ~ Soham P: yup
 [27/11/23, 9:59:02 PM] ~ Soham P:  image omitted
[27/11/23, 9:59:53 PM] ~ Soham P: @919390396056
[28/11/23, 11:11:51 PM] ~ Abhinav...: https://chat.whatsapp.com/CEqMiKURCZO3CnSyfaEjYK
[28/11/23, 11:11:52 PM] ~ Abhinav...: I have added a bot in my GC. Y'all can have FUN!!
[29/11/23, 3:41:05 PM] ~ Batman: 134*
Ab1
 [29/11/23, 3:50:01 PM] ~ Batman:  image omitted
[29/11/23, 3:50:14 PM] ~ Batman: 134 Ab1
[30/11/23, 12:37:09 PM] ~ TanK-human: guyz
[30/11/23, 3:17:23 PM] ~ Batman: Yes
[30/11/23, 3:20:00 PM] ~ TanK-human: Send your CSE papers
[30/11/23, 3:20:23 PM] ~ TanK-human: Who ever had CSE exam today, send the paper
 [30/11/23, 3:21:01 PM] ~ TanK-human:  image omitted
 [30/11/23, 3:21:02 PM] ~ TanK-human:  image omitted
[30/11/23, 9:21:46 PM] ~ Mm: https://chat.whatsapp.com/JlGVXKq2Pf41XAjlsMTcYc
 [30/11/23, 10:59:58 PM] ~ TanK-human:  image omitted
 [30/11/23, 10:59:58 PM] ~ TanK-human:  image omitted
[01/12/23, 10:10:52 AM] ~ Abhishek Paida:  This message was deleted.
[01/12/23, 1:17:34 PM] ~ : Those who are looking for *Winter Project & Internship* can apply here.

https://forms.gle/qvRJEd3JWG8XMEVn8

*Circulate across all the departments*
[01/12/23, 1:19:11 PM] ~ TanK-human: CAT hone do bhai!
 [01/12/23, 1:19:15 PM] ~ TanK-human:  sticker omitted
 [03/12/23, 3:20:04 PM] ~ Thakurveer Singh Dhillon:  image omitted
 [03/12/23, 4:55:59 PM] ~ TanK-human:  image omitted
 [03/12/23, 4:56:01 PM] ~ TanK-human:  image omitted
 [03/12/23, 4:56:02 PM] ~ TanK-human:  image omitted
 [03/12/23, 4:56:02 PM] ~ TanK-human:  image omitted
 [03/12/23, 4:56:02 PM] ~ TanK-human:  image omitted
 [03/12/23, 4:56:02 PM] ~ TanK-human:  image omitted
[03/12/23, 7:57:07 PM] ~ Rohit: 1st aur 2nd mei cse kei papers bhej do koi plz
[03/12/23, 7:57:42 PM] ~ Rohit: 1012
[03/12/23, 8:02:07 PM] ~ Appu : These r the papers u need
[03/12/23, 8:02:45 PM] ~ Rohit: I need more
[03/12/23, 8:02:52 PM] ~ Rohit: These r three sets
[03/12/23, 8:03:04 PM] ~ Rohit: More three should be there
 [03/12/23, 8:03:46 PM] ~ Rohit:  GIF omitted
 [03/12/23, 8:29:21 PM] ~ TanK-human:  image omitted
 [03/12/23, 8:29:25 PM] ~ TanK-human:  image omitted
[03/12/23, 8:57:37 PM] ~ TanK-human: GUYZ!! Solve the 2(a)
[03/12/23, 8:57:50 PM] ~ TanK-human: @917093987755
[03/12/23, 8:59:31 PM] ~ TanK-human: @918928779488
[03/12/23, 9:04:54 PM] ~ Darshan. D: for any two teams we get the same probability nah?
[04/12/23, 11:35:05 AM] ~ Rohit: Can anyone share today's morning cse paper
[04/12/23, 11:35:05 AM] ~ Rohit: Pls
 [04/12/23, 12:24:06 PM] ~ Appu :  image omitted
 [04/12/23, 12:24:06 PM] ~ Appu :  image omitted
[04/12/23, 12:33:42 PM] ~ Appu : D1
[04/12/23, 12:37:54 PM] ~ : Those who are looking for *Winter Project & Internship* can apply here.

https://forms.gle/qvRJEd3JWG8XMEVn8

*Circulate across all the departments*
[04/12/23, 5:19:00 PM] ~ :  ~ TanK-human added ~ 
[05/12/23, 4:45:20 PM] ~ Rohit: Can someone send ece papers
[05/12/23, 4:45:23 PM] ~ Rohit: 
[06/12/23, 10:41:24 PM] ~ Arav: Join the below student community group for various

*AICTE APPROVED PROJECTS*

https://chat.whatsapp.com/B8elH6gtofZCC3bnXjih79

*All years and all branches students can join the group*
 [08/12/23, 9:37:17 PM] ~ TanK-human: null.pdf    2 pages  document omitted
 [10/12/23, 8:24:26 PM] ~ TanK-human:  image omitted
[10/12/23, 8:24:27 PM] ~ TanK-human: Solve please  
[12/12/23, 9:06:56 PM] ~ : Those who haven't applied for *Winter Project & Internship* yet, can apply now.

https://forms.gle/qvRJEd3JWG8XMEVn8

*Circulate across all the departments*
[13/12/23, 6:17:18 PM] ~ Appu : E,F and G both morning and evening slots and D2 CSE CAT 2 papers please
 [13/12/23, 10:28:58 PM] ~ -_-:  image omitted
 [15/12/23, 12:33:39 PM] ~ Sanapala Saimani:  image omitted
[15/12/23, 12:33:40 PM] ~ Sanapala Saimani: guys Can anyone clarify me whether 2nd January will they open hostel or not?.As I booked my tickets to return 2nd Jan evening.
[19/12/23, 4:05:33 PM] ~ Adil:  This message was deleted.
[02/01/24, 8:24:53 PM] ~ Arav: Join the below student community group for various 

*AICTE APPROVED PROJECTS*

https://chat.whatsapp.com/BujWwKTnzFA0RirPv53yz6

*All years and all branches students can join the group*
[10/01/24, 11:54:58 AM] ~ Ojas: I lost my ID card yesterday so if anyone gets it contact me. 
Name - Ojaswi Gupta
Reg. No. 23BCE7914
Phone no. 7991924011
[10/01/24, 12:19:17 PM] ~ Abhinav: Ok
[10/01/24, 3:43:14 PM] ~ R A K E S H : IF SOMEONE find id card of 23BCE8725 id card in AB-1 please DM me
[12/01/24, 6:09:34 PM] ~ Ojas: Name - Abhinav Pentani
Problem - Loss of ID card 
If anyone finds it please reach out at the given number . 
Contact no. +91 78988 59164
[12/01/24, 8:41:53 PM] ~ TanK-human: Guys
[12/01/24, 8:42:06 PM] ~ TanK-human: Does anyone have FAT PYQs?
[12/01/24, 9:01:58 PM] ~ TanK-human: Can anyone tell me about  Dspace?  <This message was edited>
[13/01/24, 8:25:30 PM] ~ Sanapala Saimani: Anyone have Matlab week(1-11) questions  , please share I have to write lab report....
 [14/01/24, 12:28:49 AM] ~ Dev Kaushik:  image omitted
 [14/01/24, 8:03:30 AM] ~ Darshan. D:  image omitted
[17/01/24, 3:06:51 PM] ~ Umesh Meena: Students from tauseef khan sir class  slots A1,A2 and C2 (SWE3001) not need to come to class today and tomorrow (Thursday) as sir is on leave .
please forward this message to your friends who are from same classroom .
[17/01/24, 4:13:50 PM] ~ Dev Kaushik: What abt others like CSE students
[18/01/24, 7:18:40 PM] ~ Praneeth: https://www.instagram.com/reel/C2PQlWlvLlC/?igsh=bDVna2R0ZDZsNW1h
 [20/01/24, 12:39:36 PM] ~ Dev Kaushik:  image omitted
[20/01/24, 12:39:37 PM] ~ Dev Kaushik: If anyone find this ID card...pls dm
 [20/01/24, 4:26:52 PM] ~ @:  image omitted
[26/01/24, 10:02:08 AM] ~ Sanapala Saimani: Is CSV module important in python for fat
[26/01/24, 5:53:38 PM] ~ Akki: Any vacant place in ecs 1 group
[26/01/24, 7:00:51 PM] ~ TanK-human: Yes
[26/01/24, 7:01:08 PM] ~ TanK-human: Our professor said it
[27/01/24, 5:28:17 PM] ~ P Sampath Kumar:  This message was deleted by admin ~ TanK-human.
 [27/01/24, 6:24:25 PM] ~ TanK-human:  image omitted
 [27/01/24, 6:24:26 PM] ~ TanK-human:  image omitted
[28/01/24, 12:29:40 PM] ~ Akki:  This message was deleted by admin ~ TanK-human.
[28/01/24, 5:08:17 PM] ~ TanK-human: Not here please
[28/01/24, 5:08:28 PM] ~ TanK-human: We are still freshers  <This message was edited>
[28/01/24, 7:05:20 PM] ~ TanK-human: Not here bro
[30/01/24, 11:36:37 AM] ~ JOSHAN:  ~ TanK-human added ~ JOSHAN
[30/01/24, 11:41:43 AM] ~ TanK-human: Someone send all CSE parpers
[30/01/24, 1:04:10 PM] ~ @: Can somebody please send marks distribution for English
[30/01/24, 1:32:25 PM] ~ Appu : Effective or essential
