[11/08/23, 12:07:11 PM] VIT AP. (cse) Freshers place🥳🥳🥳🥳🥳: ‎Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them. 
[11/08/23, 12:07:11 PM] ~ TanK-human: ‎~ TanK-human created this group 
🚀 **AD ASTRA (2 hrs 4 mins):** Join Brad Pitt as he embarks on a space odyssey, exploring the mysteries of the universe and the complexities of human emotions. This interstellar adventure promises both awe-inspiring scenes and a gripping emotional ride.

🚀📚 **HIDDEN FIGURES (2 hrs 7 min):** Get ready for an inspiring tale of intellect and determination, featuring talented actresses like Taraji P. Henson and Octavia Spencer. This real-life drama unveils the extraordinary contributions of brilliant minds working behind the scenes at NASA.

2nd Day:
🌌👨‍🚀 **FIRST MAN (2 hrs 21 mins):** Ryan Gosling takes on the iconic role of Neil Armstrong, guiding students through the remarkable journey of the first moon landing. This visually stunning film captures the essence of human achievement and the indomitable spirit of exploration.

🌌💎 **PROSPECT (1 hr 40 mins):** Delve into the depths of space with Pedro Pascal in this gripping sci-fi adventure. As a resourceful prospector, Pascal's performance adds a layer of intensity to a tale of risks, rewards, and unexpected discoveries.

⏰🔄 **EDGE OF TOMORROW (1 hr 53 mins):** Tom Cruise and Emily Blunt team up in a mind-bending action thriller. Brace yourselves for a relentless time-loop battle against extraterrestrial invaders. This adrenaline-pumping film is a rollercoaster of excitement and unpredictability.
[22/02/24, 12:09:15 AM] ~ ....: Do anyone want to exchange their Vitopia reflective t-shirt from L to XL size. I have XL size ,If anyone want dm me
‎[22/02/24, 6:06:48 AM] ~ Sai Karthik: ‎image omitted
[22/02/24, 6:07:26 AM] ~ Sai Karthik: https://vtop1.vitap.ac.in/VTAPP/
‎[22/02/24, 11:40:32 AM] ~ Appu♡🪻: ‎video omitted
‎[22/02/24, 2:01:16 PM] ~ Paluri Kusala prabha pras: ‎image omitted
[22/02/24, 2:04:51 PM] ~ محمد سمير وهاب: What are the timings?
[22/02/24, 2:09:50 PM] ~ ~Kiran Katakam: After 2 pm ig
[22/02/24, 2:12:15 PM] ~ Appu♡🪻: Now we r playing infinity war
[22/02/24, 2:15:46 PM] ~ TanK-human: Anything at 5:00?
[22/02/24, 2:15:58 PM] ~ TanK-human: After?
[22/02/24, 2:20:20 PM] ~ Knk Praneesh: Outsiders allowed??
[22/02/24, 2:21:04 PM] ~ Appu♡🪻: Ya if u pay there itself allowed
[22/02/24, 2:21:24 PM] ~ Appu♡🪻: Either endgame or ee nagaraaniki emaindi we will screen
[22/02/24, 2:26:43 PM] ~ Knk Praneesh: How can outsiders come inside?
[22/02/24, 2:26:59 PM] ~ Knk Praneesh: Should i pay in online or spot registration
[22/02/24, 2:29:49 PM] ~ Appu♡🪻: Spot only u have to pay online man
Spot doesn't mean u can pay cash
[22/02/24, 2:30:09 PM] ~ Appu♡🪻: They are just allowed ig
[22/02/24, 2:30:24 PM] ~ Appu♡🪻: For vtapp means they will allow🤷‍♀️
[22/02/24, 2:47:36 PM] ~ Knk Praneesh: I know i mean should i pay through link given or can i pay in counters
[22/02/24, 2:47:43 PM] ~ Knk Praneesh: Okay thankss
[22/02/24, 2:48:31 PM] ~ Appu♡🪻: Anything is ok yaar
[22/02/24, 2:48:41 PM] ~ Knk Praneesh: Okay thank you
[22/02/24, 3:19:21 PM] ~ Aarush Raipelly: where and when is lazer ops
??
[22/02/24, 3:23:23 PM] ~ Shanmukh: Ab2
‎[22/02/24, 3:23:41 PM] ~ Appu♡🪻: ‎image omitted
[22/02/24, 3:24:03 PM] ~ Aarush Raipelly: bro ab1 newton hall
‎[22/02/24, 3:37:47 PM] ~ Paluri Kusala prabha pras: ‎audio omitted
‎[22/02/24, 9:51:05 PM] ~ Appu♡🪻: ‎image omitted
[23/02/24, 12:09:42 PM] ~ Ayush Bhagasra: If anyone want a ticket for Samay Raina show  and pro shows. Dm me
‎[23/02/24, 12:16:36 PM] ~ @: ‎video omitted
‎[23/02/24, 12:16:36 PM] ~ @: ‎image omitted
[23/02/24, 12:17:16 PM] ~ @: AB1 415
[28/02/24, 4:26:11 PM] ~ Mm: https://r.politicalrhetoric.top/allpmktEEppbov?tilw1709117724329
‎[01/03/24, 7:07:26 PM] ~ Adil: ‎image omitted
‎[01/03/24, 7:07:42 PM] ~ Adil: ‎image omitted
[03/03/24, 12:15:45 PM] ~ Yoginder Sehrawanyia: Dear all MH residents,

Greetings!

We are glad to inform you that the cultural events are scheduled in the AB-2 Auditorium today evening from 6:00 p.m. to 8:30 p.m. on the occasion of the vice chancellors (VC) conclave at VIT-AP University. The all MH student residents are supposed to occupy the auditorium in the AB-2 building to make today's cultural evening a success. You all are certainly going to enjoy this cultural evening.

We are looking forward to your presence there.

Thank you!

Best,
[03/03/24, 12:38:11 PM] ~ Yoginder Sehrawanyia: This cultural evening is today's event.
[03/03/24, 3:51:32 PM] ~ Sai Karthik: Dear Students,

As we host  the 6th Meeting of the Andhra Pradesh Higher Education Planning Board  at our university, we invite you all the exciting cultural programs lined up for this evening. 
Your presence will contribute to the success of this special event hosted by VIT-AP University.

Event Details:
- Date: 3 rd March,2024(Today)
- Time: 6:30 PM to 8:00 PM
- Venue: AB-2, Auditorium

Join us for an evening filled with artistic performances and cultural expressions, showcasing the diverse talents of our university students. Let's make this cultural celebration a moment to remember!

We look forward to seeing you at AB-2 Auditorium.
‎[06/03/24, 11:01:07 PM] ~ Anchal: ‎image omitted
[06/03/24, 11:01:11 PM] ~ Anchal: HOUR OF CODE ⏳ where you conquer FEAR OF CODE

Test your coding skills in a flash - A 60 minutes Code Off

MAD Payment Link : https://vtop1.vitap.ac.in/Events/Conferenceinitial

MAD reg link : https://forms.gle/aGw6ZSHJ81i854bEA
[07/03/24, 2:10:54 AM] ~ Anchal: use code MSC13
[09/03/24, 1:06:43 AM] ~ Abhinav: https://forms.gle/ofcnSqF2HeEEGqBNA

It would be extremely helpful if you guys could fill out this form, won't take more than a minute
‎[09/03/24, 3:29:19 PM] ~ Mm: ‎image omitted
[09/03/24, 3:50:44 PM] ~ Paluri Kusala prabha pras: Anyone is having archana tiwari mam for 1002 maths please DM me
[11/03/24, 6:54:30 PM] ~ Sai Karthik:  Get ready to tackle a series of stimulating coding challenges designed to push your problem-solving abilities to the limit.
‎[11/03/24, 6:54:31 PM] ~ Sai Karthik: ‎image omitted
[12/03/24, 6:44:10 PM] ~ P Sampath Kumar: *Golden Opportunity!!* *Summer Internships*
*EDU-VERSITY* is providing *Training + Internship* for College & Graduate students

Training period - 2-3 months
Internship Stipend Ranges :- (25k-30k)

*Eligible Departments*
✅ Computer science
✅ Business Management
✅ Civil
✅ Mechanical
✅ Electrical/Electronics

*Link 🔗*:-https://forms.gle/Xp4Wx6WWNPAfNN4V9

*REFFERAL CODE-SH01*

Hurry up students, click on the above given link and choose your interested domain for further registration process

*Program key Features*
🔶Extensive training and mentorship from Industrial experts ( *Experience upto 7-10 years*)
🔶 *Stipend Upto 15k - 25k* in internship after training
🔶Training and live  doubt clearing sessions based on latest technologies
🔶Interview preparation included 
🔶Build multiple bootcamp projects
🔶Lifetime Access to EDU-VERSITY learner and trainers community

*Dont miss out this golden opportunity!!*
[13/03/24, 6:35:14 PM] ~ BKB😎: Does any one have Naresh Sammeta sir as their professor for cse theory in A1 slot..?
[13/03/24, 10:15:32 PM] ~ Mm: https://gpay.app.goo.gl/GKeKU2
‎[14/03/24, 12:29:23 PM] ~ Rohit Yadav: ‎image omitted
‎[14/03/24, 4:17:07 PM] ~ 𝓗𝓻𝓾𝓼𝓱𝓲: ‎image omitted
[14/03/24, 7:23:43 PM] ~ Viswanadh: You could get up to ₹151 cashback https://gpay.app.goo.gl/Z1SxGN
[14/03/24, 9:27:18 PM] ~ Mm: https://gpay.app.goo.gl/GKeKU2
[15/03/24, 4:17:02 AM] ~ Saisridhar: You could get up to ₹151 cashback https://gpay.app.goo.gl/EN3o78
[15/03/24, 8:15:02 AM] ~ Soumo Bhattacharyya: https://gpay.app.goo.gl/NxRGwH
[15/03/24, 12:41:15 PM] ~ Viswanadh: You could get up to ₹151 cashback https://gpay.app.goo.gl/Z1SxGN
‎[15/03/24, 4:58:40 PM] ~ Mokshagna: ‎image omitted
‎[18/03/24, 2:52:03 PM] ~ Yoginder Sehrawanyia: ‎image omitted
[18/03/24, 2:52:04 PM] ~ Yoginder Sehrawanyia: so guyzz i request everyone to attend this Special Event and there will be Open stage Dj also for 1 nd half hour
[18/03/24, 5:37:31 PM] ~ TanK-human: https://youtu.be/bSrm9RXwBaI?si=0Ohbq82RTV5KcUkY
[24/03/24, 9:36:15 AM] ~ Sanapala Saimani: How much attendance Percentage should be there for CAT exam mine English 73% only will they allow
[24/03/24, 9:37:53 AM] ~ Avishkar: Yes
[24/03/24, 9:38:37 AM] ~ Sanapala Saimani: Thank you bro
[24/03/24, 7:45:43 PM] ~ Dev Kaushik😎😎😎: https://forms.gle/ARYvKGaJEt7Vz1M88
[24/03/24, 7:45:44 PM] ~ Dev Kaushik😎😎😎: Pls forward this g form in all grps.
Registrations for ugadi performances.
[25/03/24, 4:51:29 PM] ~ RIZWXN: Anybody know how to crop image in ms paint
[27/03/24, 10:51:13 PM] ~ Dev Kaushik😎😎😎: https://chat.whatsapp.com/GnKthcuhj7D22yuMOT8asH
guys this i our clubs new group open for public
[27/03/24, 10:51:14 PM] ~ Dev Kaushik😎😎😎: ‎This message was deleted.
[30/03/24, 1:54:58 PM] ~ shinderitesh413: Greetings  from Devtown 🚀

100% GUARANTEED Virtual Internship in your Dream Company after top-notch Training.

Interested candidates kindly join the Group👇👇
https://chat.whatsapp.com/H8kwrqzcgYC0nznLDij3iD

MNC Project Internships available from -:
~ TATA, ACCENTURE, AWS, BCG, DELOITTE, JP MORGAN CHASE & CO., KPMG and many more

The above mentioned MNCs will be providing you the Internship and training with placement assistance.
 
There are providing limited slots for the coming batches of April and May.


Thanks & Regards
Team DevTown
[31/03/24, 4:05:38 PM] ~ Rohit: Does anyone have yesterday cse paper
[31/03/24, 4:05:53 PM] ~ Rohit: Btech
[31/03/24, 5:28:42 PM] ~ ~Adi🩶: *Vidhyashala in Collaboration with E-Cell IIT HYDERABAD presents Virtual Training + Internship program with 100% *Placement assistance*

*Program Structure*🔔
-Training from Industrial Mentors.
-Real time Live Industrial Projects :Minor & Major projects.
-Live & Doubt Sessions with Industrial experts from *Microsoft , Wipro , Deloitte and many more*.

*Certifications*🏅
1. Internship Completion certificate from *Vidhyashala*.
2. Course/Training completion certificate from E-Cell IIT HYDERABAD 
3. Excellence Certificate.
4. Letter of Recommendation from Industrial mentors ie *Microsoft , TCS , deloitte* and many more.

👉*Fill Out the Google form along with the unique referral code to get the call from our Expertise.*

👉*Google form Link*: 

https://forms.gle/FYtpCUvEtQ6XWKL99

👉Referral code: *VITAP*

🔔Note: *Registration will be given on first come and first serve basis*🔔
‎[31/03/24, 5:28:43 PM] ~ ~Adi🩶: VIDHYASHALA BROCHURE..pdf • ‎11 pages ‎document omitted
[31/03/24, 5:28:45 PM] ~ ~Adi🩶: *Interested students fill the form for Industrial Training and Internship.*
[31/03/24, 6:53:39 PM] ~ ~Kiran Katakam: Can we expect any theory questions in java except java codes?
‎[31/03/24, 8:23:00 PM] ~ Mohanish😊: ECE1003 CAT1 PYQs.pdf • ‎5 pages ‎document omitted
‎[31/03/24, 10:30:38 PM] ~ TanK-human: CSE2005 CAT1 PYQs.pdf • ‎14 pages ‎document omitted
[06/04/24, 12:18:17 PM] ~ Yoginder Sehrawanyia: ‎This message was deleted.
[06/04/24, 12:20:23 PM] ~ Yoginder Sehrawanyia: ‎This message was deleted by admin ~ TanK-human.
[06/04/24, 12:24:21 PM] ~ TanK-human: ??
[09/04/24, 11:33:53 AM] ~ TanK-human: AI Tools

Most of them are working AI's. Almost 80% of the below websites are free!

Create an UI design using prompt -- Galileo AI
For writing -- Text to Handwriting
Remove object from photo -- Snapedit
Learns a topic(Consists examples quiz) -- Tutor AI
For Maths questions -- MathGPTPro
For projects with respect to their language -- Kashipara.com 
For pdf summaraisation --claude.ai 
Screenshot to Code -- v0.dev
Frontend using drawing -- https://github.com/tldraw/tldraw
Yt videos -- Youtube Summary with ChatGPT & Claude(Extension)
PDF Editing -- https://tools.pdf24.org/en/all-tools
Write emails - Addy AI
Generate art from text -- Midjourney
Copies your voice -- Elevenlabs
Note taking -- Notion
Create music -- Suno AI
Create talking avatar -- HeyGen
Chatbot -- ChatGPT , Gemini , Bard , Bing , Forefont , Poe , Perplexity
Design -- Bing , Adobe Firefly , Microsoft Designer
Video -- Capcut , Descript , Visla
Content -- cohensive , copy.ai , opus clip
Presentation -- Tome , Gamma , Decktopus
Productivity -- Saga.so , Taskade , Kickresume
Code -- Codeium , Askcod
Meetings -- Loopin
[10/04/24, 10:20:50 AM] ~ Mm: Follow this link to join my WhatsApp group: https://chat.whatsapp.com/D0i4QVdmh2J0NQ7x713Bdu
[12/04/24, 10:19:30 AM] ~ Dev Kaushik😎😎😎: Greetings everyone,

Exciting news awaits! Get ready for our highly anticipated event of the year, *CODEBID 2.0*. Showcase your coding prowess and outshine your competitors. But wait, there's more! It's not just about coding; you also have the opportunity to become a bidder and double your coins. Don't miss out! Register your team now for a chance to win 15000.

Register Here:  https://forms.gle/2oogZEQKnunELoMi7
‎[12/04/24, 10:19:31 AM] ~ Dev Kaushik😎😎😎: ‎image omitted
‎[12/04/24, 10:19:32 AM] ~ Dev Kaushik😎😎😎: ‎image omitted
‎[16/04/24, 6:18:07 PM] ~ -..   .- - -: ‎image omitted
‎[27/04/24, 5:33:16 PM] Krishan Jha (senior) : ‎image omitted
‎[27/04/24, 6:02:42 PM] ~ Abhishek Paida: ‎image omitted
[28/04/24, 9:50:43 PM] ~ Atharva Yadav: ‎This message was deleted.
[28/04/24, 9:50:45 PM] ~ Atharva Yadav: ‎This message was deleted.
[01/05/24, 9:35:46 AM] ~ TanK-human: Anyone interested in developing a website 
???
[01/05/24, 11:15:54 AM] ~ TanK-human: DM me
[04/05/24, 7:06:07 PM] ~ Soumo Bhattacharyya: ‎This message was deleted.
[04/05/24, 7:06:08 PM] ~ Soumo Bhattacharyya: ‎This message was deleted.
[05/05/24, 8:49:26 PM] ~ ~Adi🩶: ‎This message was deleted by admin ~ TanK-human.
[05/05/24, 9:12:31 PM] ~ TanK-human: Anyone else interested in making websites
[05/05/24, 9:12:42 PM] ~ TanK-human: NP if you don't know how
[06/05/24, 3:59:44 PM] ~ Arav Tripathi: ‎This message was deleted.
[07/05/24, 4:31:03 PM] ~ ......: Ya sure
‎[07/05/24, 7:36:37 PM] ~ TanK-human: ‎image omitted
[27/05/24, 3:46:24 PM] ~ Aarush Raipelly: Are you concerned about your online #privacy ? Do you want to explore the world of secure, #anonymous #browsing? Join us for an enlightening webinar that dives deep into the realm of TOR and the art of maintaining anonymity in the digital age.
Why You Should Attend:
1. Understand the Basics of TOR:
Learn how #TOR works and why it’s the go-to tool for secure, anonymous internet browsing.
Discover the mechanics behind TOR’s layered #encryption and how it protects your identity.
2. Navigate the Dark Web Safely:
Get insights into the dark web and its hidden treasures.
Learn how to access the dark web securely without compromising your anonymity.
3. Anonymity in Everyday Browsing:
Explore practical tips for maintaining your privacy while browsing the internet.
Discover tools and techniques to keep your personal information safe from prying eyes.
4. Real-World Applications:
Hear from experts who use TOR for activism, journalism, and privacy advocacy.
Understand the ethical considerations and potential pitfalls of using TOR.
5. Interactive Q&A Session:
Get your burning questions answered by our panel of privacy experts.
Engage in a lively discussion about the future of online anonymity.

Webinar Details:
Date: 1st JUNE,2024
Time: 4:00 PM TO 5:30 PM (IST)
Platform: GOOGLE MEET
Registration: https://lnkd.in/gn4bxsEP
Don’t Miss Out!
This is your chance to become a master of online anonymity and take control of your digital footprint. Whether you're a privacy enthusiast, a journalist, or simply someone who values their online security, this webinar is tailored for you.
Reserve your spot now and embark on a journey to understand the power of TOR and the importance of maintaining your anonymity in today’s interconnected world. Your privacy matters, and we're here to help you protect it.
‎[27/05/24, 3:46:25 PM] ~ Aarush Raipelly: ‎image omitted
[21/06/24, 8:48:47 PM] ~ Akki: Anyone going to airport tomorrow evening
[21/06/24, 9:02:30 PM] ~ Yoginder Sehrawanyia: Bro Yogi this side A request to everyone Don't book 1224 MH5. I'm there And I don't want to shift...
[22/06/24, 7:53:32 PM] ~ Mritunjay Sharma: Dm if anyone is going to airport on 23 early morning
[23/06/24, 12:28:32 PM] ~ Jithendra: ‎POLL:
Satpal Singh theroy calculus
‎OPTION: Loose (0 votes)
‎OPTION: Medium (1 vote)
‎OPTION: Rod (2 votes)
[24/06/24, 8:35:44 AM] ~ TanK-human: ‎This message was deleted.
[24/06/24, 8:35:48 AM] ~ TanK-human: ‎This message was deleted.
[24/06/24, 12:26:31 PM] ~ TanK-human: ‎This message was deleted.
[24/06/24, 3:52:21 PM] ~ TanK-human: ‎This message was deleted.
‎[24/06/24, 3:53:47 PM] ~ !: ‎sticker omitted
[25/06/24, 2:30:30 PM] ~ Abhishek Paida: ‎POLL:
Anshul gopal
‎OPTION: Rod (0 votes)
‎OPTION: Loose (6 votes)
‎OPTION: Moderate (0 votes)
[25/06/24, 2:31:46 PM] ~ TanK-human: Well if you mean correction, I'm not 100% sure about it
[25/06/24, 2:31:53 PM] ~ TanK-human: We can expect
[25/06/24, 2:31:57 PM] ~ TanK-human: Loose
[25/06/24, 2:32:05 PM] ~ Abhishek Paida: Okk
[25/06/24, 3:10:55 PM] ~ Subhash Voonna: Did anyone know about Shazia sabir
